bigg_reaction_id	bigg_reaction_name	bigg_reaction_string
XOLTRI27tc	27 trihydroxy cholesterol transport	xoltri27_r <-> xoltri27_c
XOLTRI27te	27 trihydroxy cholesterol transport	xoltri27_c <-> xoltri27_e
XYLTer	UDP-xylose:protein xylosyltransferase, endoplasmic reticulum	Ser_Gly_Ala_X_Gly_r + udpxyl_r <-> udp_r + xser_r + h_r
XYLUR	Xylulose reductase	nadph_c + xylu__L_c + h_c <-> xylt_c + nadp_c
XYLtly	Xylose efflux from lysosome	xyl__D_l <-> xyl__D_c
4KFBPP	4KFBPP	4kfbp_c <-> dkdofp_c + pi_c
7MHS	7MHS	nadh_c + 7ohp_c + cys__L_c + h_c <-> nad_c + 7mhp_c + ser__L_c
7MHTS	7MHTS	thr__L_c + 7mhp_c + atp_c <-> h_c + 7mht_c + pi_c + adp_c
ACTNt2r	ACTNt2r	actn__R_e + h_e <-> actn__R_c + h_c
ADOCBIAH	MNXR85327	h2o_c + adocbi_c <-> appl_c + adcobhex_c
ADOCBLS2	ADOCBLS2	r5hbzi_c + agdpcbi_c <-> gmp_c + adocblhbi_c + h_c
AGAIAGT	AGAIAGT	uacgam_c + dpgpi_c <-> udp_c + agdpgpi_c + h_c
AHGDx	(S)-alpha-hydroxyglutarate dehydrogenase	S2hglut_c + nad_c <-> nadh_c + akg_c + h_c
AHXDH	AHXDH	6ax6ax_c + h2o_c <-> 2.0 6ax_c
AKGCAL	AKGCAL	accoa_c + akg_c <-> coa_c + hacon_T_c + h_c
AKPCAL	AKPCAL	ohepa_c + accoa_c + h2o_c <-> coa_c + Rh3cit_c + h_c
AKSCAL	AKSCAL	h2o_c + accoa_c + 2ood_c <-> glyc__R_c + pmcoa_c
AKSDC	AKSDC	2ood_c + h_c <-> co2_c + 7ohp_c
ALCD20y	ALCD20y	2ppoh_c + nadp_c <-> acetone_c + nadph_c + h_c
ATGH	ATGH	dggpg_c + 8.0 nadph_c + 8.0 h_c <-> 8.0 nadp_c + dpgpg_c
ATSH	ATSH	dgggps_c + 8.0 nadph_c + 8.0 h_c <-> 8.0 nadp_c + dpgps_c
CBIabc	CBIabc	cbi_e + h2o_c + atp_c <-> pi_c + cbi_c + h_c + adp_c
CBL1HBIabc	CBL1HBIabc	h2o_c + atp_c + cbl1hbi_e <-> pi_c + cbl1hbi_c + h_c + adp_c
CD2abc1	Cadmium transport out via ABC system	h2o_c + cd2_c + atp_c <-> h_c + pi_c + cd2_e + adp_c
CD2abc2	CD2abc2	h2o_c + cd2_e + atp_c <-> cd2_c + h_c + pi_c + adp_c
CDGGGPP4	CDGGGPP4	3hcdgggp_c + glyc1p_c <-> 3hdggpgp_c + cmp_c + h_c
CDGGGS	CDGGGS	ctp_c + h_c + dgggp_c <-> ppi_c + cdgggp_c
CDGGGS2	CDGGGS2	ctp_c + h_c + 3hdgggp_c <-> ppi_c + 3hcdgggp_c
CDGGIPT2	CDGGIPT2	inost_c + 3hcdgggp_c <-> 3hdggpi_c + cmp_c + h_c
CF3Ha	CF3Ha	h2o_c + f390a_c <-> f420_2_c + amp_c + h_c
CH2ACH	CH2ACH	h2o_c + h2acon_C_c <-> tih2cit_c
CH3ACH	CH3ACH	h2o_c + h3acon_C_c <-> tih3cit_c
CHACH	CHACH	h2o_c + hacon_C_c <-> ihcit_T_c
COBS	COBS	atp_c + 7mht_c <-> cob_c + adp_c + h_c
COMS	COMS	sec_c + h2o_c <-> com_c + nh4_c + pyr_c
DAPDH	DAPDH	nh4_c + 2.0 h_c + nadph_c + thdp_c <-> nadp_c + 26dap__M_c
DGGPGP	DGGPGP	h2o_c + dggpgp_c <-> dggpg_c + pi_c
DHORD7	DHORD7	dhor__S_c + f420_2_c <-> orot_c + f420_2h2_c
DHPCPH	DHPCPH	h2o_c + dhp23cp_c <-> h_c + dhpmp_c
DHPS3	DHPS3	Brfap_c + 6hmhptpp_c <-> dhrfap_c + ppi_c
DKFPS	DKFPS	dkdofp_c + nadh_c + h_c <-> nad_c + dkfp_c
DKMPASPL	DKMPASPL	aspsa_c + dkmp_c <-> dohau_c + g3p_c
DMAMT	DMAMT	dma_c + com_c <-> mma_c + mcom_c
DMATT2	DMATT2	ipdp_c + m3hdp_c <-> 3hgrdp_c + ppi_c
DMAt	DMAt	h_e + dma_e <-> h_c + dma_c
DOHDUS	DOHDUS	h2o_c + dohau_c + nad_c <-> dohdu_c + nh4_c + nadh_c + h_c
EX_actn__R_e	EX actn R LPAREN e RPAREN 	actn__R_e <-> 
EX_cbl1hbi_e	EX cbl1hbi LPAREN e RPAREN 	cbl1hbi_e <-> 
EX_unknown_cbl1deg_e	EX unknown cbl1deg LPAREN e RPAREN 	unknown_cbl1deg_e <-> 
EX_unknown_rbfdeg_e	EX unknown rbfdeg LPAREN e RPAREN 	unknown_rbfdeg_e <-> 
F430S1	F430S1	dscl_c + 2.0 h2o_c + 2.0 atp_c + 2.0 gln__L_c + ni2_c <-> 2.0 glu__L_c + 2.0 pi_c + f430p1_c + 5.0 h_c + 2.0 adp_c
F430S3	F430S3	nadh_c + h_c + f430p2_c <-> f430p3_c + nad_c
F430S4	F430S4	f430p3_c <-> sf430a_c
F430S5	F430S5	h_c + sf430a_c <-> h2o_c + f430_c
F4MTSPD	F4MTSPD	f420_2h2_c + menylh4spt_c <-> f420_2_c + mleneh4spt_c + h_c
F4NH	F4NH	mphen_c + h2_e + 1.8 h_c <-> mphenh2_c + 1.8 h_e
F4NPR	F4NPR	f420_2_c + nadph_c + h_c <-> f420_2h2_c + nadp_c
FMFTSPFT_b	FMFTSPFT b 	formmfr_b_c + h4spt_c + h_c <-> mfr_b_c + formh4spt_c
FRTT2	FRTT2	ipdp_c + 3hfrdp_c <-> ppi_c + 3hggdp_c
G6PDH3	G6PDH3	f420_2_c + g6p_c <-> 6pgl_c + f420_2h2_c
GF4GL_0	GF4GL 0	glu__L_c + f420_0_c + gtp_c <-> pi_c + gdp_c + f420_1_c + h_c
GF4GL_1	GF4GL 1	f420_1_c + gtp_c + glu__L_c <-> f420_2_c + pi_c + gdp_c + h_c
GF4GL_2	GF4GL 2	f420_2_c + glu__L_c + gtp_c <-> f420_3_c + gdp_c + h_c + pi_c
GF4GL_3	GF4GL 3	gtp_c + glu__L_c + f420_3_c <-> f420_4_c + gdp_c + pi_c + h_c
GF4GL_4	GF4GL 4	f420_4_c + glu__L_c + gtp_c <-> gdp_c + h_c + pi_c + f420_5_c
GGGPS	GGGPS	ggdp_c + glyc1p_c <-> ppi_c + gggp_c
GLUTRS_Gln	Glutamyl-tRNA synthetase (Gln)	trnagln_c + atp_c + glu__L_c <-> glutrna_gln_c + amp_c + ppi_c
GTPCIII	GTPCIII	2.0 h2o_c + gtp_c <-> for_c + ptp_c + h_c
H2MPTR	H2MPTR	f420_2h2_c + h2mpt_c <-> f420_2_c + h4mpt_c
H4MPTGL_gtp	H4MPTGL gtp 	gtp_c + glu__L_c + h4mpt_c <-> gdp_c + pi_c + h4spt_c + h_c
H4MPTS10	H4MPTS10	dhadrp_c + h2o_c <-> dhadr_c + pi_c
H4MPTS13	H4MPTS13	atp_c + dhadrdpr_c <-> dhadrtpr_c + adp_c
H4MPTS14	H4MPTS14	dhadrtpr_c + S2hglut_c <-> ppi_c + dmh2mpt_c
H4MPTS15	H4MPTS15	amet_c + dmh2mpt_c <-> ahcys_c + mmh2mpt_c + h_c
H4MPTS9	H4MPTS9	dhrfap_c + f420_2h2_c <-> dhadrp_c + f420_2_c
HSPMS	HSPMS	2.0 ptrc_c <-> nh4_c + hspmd_c
IND3ACt2r	IND3ACt2r	ind3ac_c + h_c <-> ind3ac_e + h_e
IOR	IOR	2.0 fdox_c + coa_c + indpyr_c <-> co2_c + h_c + 2.0 fdred_c + indaccoa_c
IPDDI3x	IPDDI3x	f420_2_c + nadh_c + h_c + ipdp_c <-> nad_c + dmpp_c + f420_2h2_c
LPPGS	LPPG synthetase	gtp_c + 2plac__L_c + h_c <-> ppi_c + lppg_c
MCR	MCR	cob_c + mcom_c <-> ch4_c + hsfd_c
MTSPC	MTSPC	formh4spt_c + h_c <-> h2o_c + menylh4spt_c
MTSPCMMT	MTSPCMMT	mh4spt_c + com_c + 1.7 na1_c <-> 1.7 na1_e + h4spt_c + mcom_c
NN5HBPRT	NN5HBPRT	5hbzid_c + nicrnt_c <-> 5pr5hbz_c + nac_c + h_c
NTP6	NTP6	h2o_c + dctp_c <-> pi_c + dcdp_c + h_c
NTRIR2y	Nitrite Reductase (NADPH)	no2_c + 3.0 nadph_c + 5.0 h_c <-> 2.0 h2o_c + nh4_c + 3.0 nadp_c
NaKt_1	Na+/K+ Exchanging ATPase	h2o_c + na1_c + atp_c + k_e <-> na1_e + pi_c + h_c + k_c + adp_c
OORr	OORr	2.0 fdox_c + coa_c + akg_c <-> co2_c + succoa_c + h_c + 2.0 fdred_c
POR2	POR2	coa_c + 2.0 fdox_c + pyr_c <-> co2_c + h_c + 2.0 fdred_c + accoa_c
POR3	POR3	2obut_c + coa_c + 2.0 fdox_c <-> co2_c + h_c + 2.0 fdred_c + ppcoa_c
PPA_1	Pyrophosphate energized proton pump	h2o_c + ppi_c <-> 2.0 pi_c + h_e
PRPPP	PRPPP	h2o_c + prpp_c <-> r15bp_c + pi_c + h_c
PSLS	PSLS	h_c + pep_c + so3_c <-> slp__L_c
RH2CD	RH2CD	Rh2cit_c <-> h2acon_C_c + h2o_c
RH3CD	RH3CD	Rh3cit_c <-> h2o_c + h3acon_C_c
RZ5PP2	RZ5PP2	h2o_c + 5pr5hbz_c <-> pi_c + r5hbzi_c
SLDy	SLDy	sl__L_c + nadp_c <-> 3spyr_c + nadph_c + h_c
SMTZS	SMTZS	2saa_c + cys__L_c <-> 2tcc_c + h2o_c
SO3t	SO3t	h_e + so3_e <-> h_c + so3_c
St	Sulfur diffusion	s_e <-> s_c
TAPTPP	TAPTPP	h2o_c + ptp_c <-> h_c + 25dhpp_c + ppi_c
TAPTPPM	TAPTPPM	ptp_c <-> dhp23cp_c + h2o_c + ppi_c
THACH	THACH	h2o_c + hacon_T_c <-> Shcit_c
TIH2CD	TIH2CD	nad_c + tih2cit_c <-> ohepa_c + nadh_c + co2_c
TIHCD	TIHCD	ihcit_T_c + nad_c <-> co2_c + nadh_c + ohexa_c
TMAMT	TMAMT	tma_c + com_c <-> dma_c + mcom_c
TMAt2	TMAt2	h_e + tma_e <-> tma_c + h_c
UNK_CBL1DEGt	UNK CBL1DEGt	unknown_cbl1deg_e <-> unknown_cbl1deg_c
VOR	VOR	3mob_c + coa_c + 2.0 fdox_c <-> 2.0 fdred_c + ibcoa_c + h_c + co2_c
BIOMASS_Ecoli_TM	Biomass Thermotoga - values taken from iJR904	0.05 5mthf_c + 0.003495 TM_GL1_c + 0.003495 TM_GL2_c + 5e-05 accoa_c + 0.488 ala__L_c + 0.001 amp_c + 0.281 arg__L_c + 0.458 asp__L_c + 45.7318 atp_c + 6e-06 coa_c + 0.126 ctp_c + 0.087 cys__L_c + 0.0247 datp_c + 0.0254 dctp_c + 0.0254 dgtp_c + 0.001398 dmosACP_c + 0.001398 dmtaACP_c + 0.0247 dttp_c + 1e-05 fad_c + 0.25 gln__L_c + 0.25 glu__L_c + 0.582 gly_c + 0.154 glycogen_c + 0.203 gtp_c + 45.5608 h2o_c + 0.09 his__L_c + 0.276 ile__L_c + 0.428 leu__L_c + 0.326 lys__L_c + 0.146 met__L_c + 0.00215 nad_c + 5e-05 nadh_c + 0.00013 nadp_c + 0.0004 nadph_c + 0.001398 pa160_c + 0.0276 peptido_TM_c + 0.001398 pgp160_c + 0.176 phe__L_c + 0.21 pro__L_c + 0.035 ptrc_c + 0.205 ser__L_c + 0.007 spmd_c + 3e-06 succoa_c + 0.241 thr__L_c + 0.054 trp__L_c + 0.131 tyr__L_c + 0.001398 udcpdp_c + 0.136 utp_c + 0.402 val__L_c <-> 45.5608 adp_c + 45.56035 h_c + 45.5628 pi_c + 0.7302 ppi_c
DM_dip_d_d_c	Di-myo-inositol 1,1' phosphate demand	dip_d_d_c <-> 
DM_pydx5p_c	DM pydx5p(c)	pydx5p_c <-> 
EX_cell4_e	Cellulose (n=4 repeating units) exchange	cell4_e <-> 
EX_cell500_e	Celluose (n=500 repeating units, beta-1,4 glc) exchange	cell500_e <-> 
EX_galman4_e	Galactomannan(n=4 repeat units mannose, beta-1,4 man) exchange	galman4_e <-> 
EX_glcman4_e	Glucomannan (n=4 repeat units, glc beta-1,4 man) exchange	glcman4_e <-> 
EX_glcman6_e	Glucomannan (n=6 repeat units, glc beta-1,4 man) exchange	glcman6_e <-> 
EX_glucan4_e	Beta-1,3/1,4-glucan (Barley, n=4, Glc beta1->3,4 Glc) exchange	glucan4_e <-> 
EX_glucan6_e	Beta-1,3/1,4-glucan (Barley, n=6, Glc beta1->3,4 Glc) exchange	glucan6_e <-> 
EX_glycogen1500_e	Glycogen (n=1500 repeat units) (glc alpha 1,4/6 glc) exchange	glycogen1500_e <-> 
EX_lmn30_e	Laminarin (n=30 repeat units, beta -1,3 glc) exchange	lmn30_e <-> 
EX_lmn2_e	Laminaribiose exchange	lmn2_e <-> 
EX_mantr_e	Mannotriose (beta-1,4) exchange	mantr_e <-> 
EX_starch1200_e	Starch n=1200 repeat units (300 repeat units amylose, 900 repeat units amylopectin, corresponds to potatoe starch) exchange	starch1200_e <-> 
EX_xyl3_e	Xylotriose exchange	xyl3_e <-> 
EX_xylan4_e	Xylan (4 backbone units, 1 glcur side chain) exchange	xylan4_e <-> 
EX_xylan8_e	Xylan (8 backbone units, 2 glcur side chain) exchange	xylan8_e <-> 
EX_xylb_e	Xylobiose exchange	xylb_e <-> 
SK_5mta_c	Sink 5mta(c)	5mta_c <-> 
SK_pap_c	Sink pap(c)	pap_c <-> 
ADAPAT	E N-acetyl-L,L-diaminopimelate aminotransferase	glu__L_c + nal2a6o_c <-> akg_c + n6all26d_c
AMYLe	Amylose hydrolysis by alpha-1,4-amylase	amylose300_e + 199.0 h2o_e <-> 100.0 glc__D_e + 100.0 malt_e
AMYe	Starch hydrolysis by alpha-1,4-amylase and alpha-1,6 pullulanase	499.0 h2o_e + starch1200_e <-> 100.0 glc__D_e + 100.0 malt_e + 300.0 malttr_e
AROH	L-Arogenate hydro-lyase	Largn_c <-> co2_c + h2o_c + phe__L_c
ASNTRAT	Aspartyl-tRNA(Asn) amidotransferase	asptrna_asn_c + atp_c + gln__L_c + h2o_c <-> adp_c + asntrna_c + glu__L_c + h_c + pi_c
ASPTRS_Asn	Aspartyl-tRNA synthetase (Asn)	asp__L_c + atp_c + trnaasn_c <-> amp_c + asptrna_asn_c + ppi_c
ATPS10_3	ATP synthase (10 protons for three ATP)	3.0 adp_c + 3.0 pi_c + 10.0 h_e <-> 3.0 atp_c + 7.0 h_c + 3.0 h2o_c
CEL6abc	Oligo-cellulose (6) transport via ABC system	atp_c + h2o_c + cell6_e <-> adp_c + cell6_c + h_c + pi_c
CELASE2	Celluase	cell6_c + 2.0 h2o_c <-> 3.0 cellb_c
CEPA	Cellobiose phosphorylase	cellb_c + pi_c <-> g1p_c + glc__D_c
CRTNh	Creatinine amidohydrolase	crtn_c + h2o_c <-> creat_c
DAPDA	N-acetyl-L,L-diaminopimelate deacetylase	h2o_c + n6all26d_c <-> 26dap_LL_c + ac_c
DHDPRx_r	Dihydrodipicolinate reductase (NADH) reversible	23dhdp_c + h_c + nadh_c <-> nad_c + thdp_c
DHORD_NAD	Dihydoorotic acid dehydrogenase	dhor__S_c + nad_c <-> nadh_c + orot_c
FASC120ACP	Fatty acid biosynthesis (n-C12:0)	dcaACP_c + 3.0 h_c + malACP_c + 2.0 nadph_c <-> ACP_c + co2_c + ddcaACP_c + h2o_c + 2.0 nadp_c
FASC140ACP	Fatty acid biosynthesis (n-C14:0)	ddcaACP_c + 3.0 h_c + malACP_c + 2.0 nadph_c <-> ACP_c + co2_c + h2o_c + myrsACP_c + 2.0 nadp_c
FASC180ACP	Fatty acid biosynthesis (n-C18:0)	3.0 h_c + malACP_c + 2.0 nadph_c + palmACP_c <-> ACP_c + co2_c + h2o_c + 2.0 nadp_c + ocdcaACP_c
FASC181ACP	Fatty acid biosynthesis (n-C18:1)	2.0 h_c + malACP_c + nadph_c + palmACP_c <-> ACP_c + co2_c + h2o_c + nadp_c + octeACP_c
FASC182ACP	Fatty acid biosynthesis (n-C18:2)	h_c + malACP_c + palmACP_c <-> ACP_c + co2_c + h2o_c + ocdcyaACP_c
FASC220ACP	Fatty acid biosynthesis (n-C22:0)	arachACP_c + 3.0 h_c + malACP_c + 2.0 nadph_c <-> ACP_c + behenACP_c + co2_c + h2o_c + 2.0 nadp_c
FASC221ACP	Fatty acid biosynthesis (n-C22:1)	arachACP_c + 2.0 h_c + malACP_c + nadph_c <-> ACP_c + beheneACP_c + co2_c + h2o_c + nadp_c
FASC240ACP	Fatty acid biosynthesis (n-C24:0)	behenACP_c + 3.0 h_c + malACP_c + 2.0 nadph_c <-> ACP_c + co2_c + h2o_c + lgnACP_c + 2.0 nadp_c
FASC300	Synthesis of 13,14-Dimethyloctacosanedioic acid (C30:0)	myrsACP_c + palmACP_c <-> ACP_c + dmosACP_c
FASC320	Synthesis of 15,16-Dimethyltriacontanedioic acid (C32:0)	2.0 palmACP_c <-> ACP_c + dmtaACP_c
FPGS_tm	Folylpolyglutamate synthetase TM	4.0 atp_c + 4.0 glu__L_c + thf_c <-> 4.0 adp_c + 4.0 h_c + 4.0 pi_c + thfglu_c
FRUabc	Fructose transport via ATP transporter	atp_c + h2o_c + fru_e <-> adp_c + fru_c + h_c + pi_c
FUCASE	Alpha-fucosidase, cytosol	h2o_c + s2l2fn2m2masn_c <-> fuc__L_c + s2l2n2m2masn_c
GALMAN4	Hydrolysis of galactomannan	galman4_c + 3.0 h2o_c <-> gal_c + 3.0 man_c
GALMAN4abc	Galactomannan transport via ABC system	atp_c + h2o_c + galman4_e <-> adp_c + galman4_c + h_c + pi_c
GALMAN600c_e	Hydrolysis of galactomannan (extracellular)	galman600_e + 124.0 h2o_e <-> 75.0 galman4_e + 50.0 galman6_e
GLCAASE3	Beta-glucuronidase (tryptophanyl)	h2o_c + trpglcur_c <-> glcur_c + h_c + trp__L_c
GLCMAN4	Hydrolysis of glucomannan	glcman4_c + 3.0 h2o_c <-> glc__D_c + 3.0 man_c
GLCMAN6	Hydrolysis of glucomannan	glcman6_c + 5.0 h2o_c <-> 2.0 glc__D_c + 4.0 man_c
GLCMAN600a_e	Hydrolysis of glucomannan (extracellular)	glcman600_e + 149.0 h2o_e <-> 150.0 glcman4_e
GLCURS1	Alpha-glucuronidase, de-branching xylan	h2o_c + xylan4_c <-> glcur_c + xyl4_c
GLCURT	Glucuronosyltransferase (tryptophanyl)	trp__L_c + udpglcur_c <-> trpglcur_c + udp_c
GLS	Glucan hydrolysis by beta-1,4- and beta-1,3 glucosidase	glucan4_c + 3.0 h2o_c <-> 4.0 glc__D_c
GLSe	Glucan hydrolysis by beta-1,4- and beta-1,3 glucosidase	glucan1500_e + 374.0 h2o_e <-> 375.0 glucan4_e
GLUCAN2abc	Glucan transport via ATP transporter	atp_c + h2o_c + glucan6_e <-> adp_c + glucan6_c + h_c + pi_c
GLYCOe	Glycogen hydrolysis by samylases	glycogen1500_e + 1124.0 h2o_e <-> 750.0 glc__D_e + 375.0 malt_e
GalMr	Aldose 1-epimerase	glc__aD_c <-> glc__bD_c
HYDFDN	Ferredoxin NADH linked hydrogenase	fdxr_42_c + 3.0 h_c + nadh_c <-> fdxo_42_c + 2.0 h2_c + nad_c
INSTabc	Inositol transport in via ABC transport	atp_c + h2o_c + inost_e <-> adp_c + h_c + inost_c + pi_c
Kt1	Potassium transport via uniport (facilitated diffusion)	k_e <-> k_c
LMN2	Laminaribiase	h2o_c + lmn2_c <-> 2.0 glc__D_c
LMN2abc	Laminoribiose transport via ABC-transporter	atp_c + h2o_c + lmn2_e <-> adp_c + h_c + lmn2_c + pi_c
LMNe	Laminarinase (extracellular)	14.0 h2o_e + lmn30_e <-> 15.0 lmn2_e
MANA1	Mannase	h2o_c + manb_c <-> 2.0 man_c
MANA2	Mannase	h2o_c + mantr_c <-> man_c + manb_c
MANA3	Mannase	h2o_c + manttr_c <-> man_c + mantr_c
MANTRabc	Mannotriose transport via ABC transporter	atp_c + h2o_c + mantr_e <-> adp_c + h_c + mantr_c + pi_c
MANTTRabc	Mannotetraose transport via ABC transporter	atp_c + h2o_c + manttr_e <-> adp_c + h_c + manttr_c + pi_c
MANabc	Mannose transport via ABC transporter	atp_c + h2o_c + man_e <-> adp_c + h_c + man_c + pi_c
MELIBabc	Melibiose transport via ABC system (import)	atp_c + h2o_c + melib_e <-> adp_c + h_c + melib_c + pi_c
MI1PS2	Myo-Inositol-1-phosphate synthase	g6p_c <-> mi1p__L_c
NADHDH	NADH dehydrogenase	3.0 h_c + nadh_c + q_c <-> nad_c + qh2_c + 2.0 h_e
NADHPO	NADH peroxidase	h_c + h2o2_c + nadh_c <-> 2.0 h2o_c + nad_c
OXAt	Oxalate transport in via proton symport	h_e + oxa_e <-> h_c + oxa_c
PDIPS	Phospho-di-inositol-1-phosphate synthase	cdp_inost_c + mi1p__L_c <-> cmp_c + h_c + pdip_d_d_c
PFK_ppi	Phosphofructokinase (ppi-dependent	f6p_c + ppi_c <-> fdp_c + h_c + pi_c
PLPS	Pyridoxal-5-phosphate synthase	g3p_c + gln__L_c + r5p_c <-> glu__L_c + h_c + 3.0 h2o_c + pi_c + pydx5p_c
PPANA	Inorganic diphosphatase (sodium translocation)	h2o_c + na1_c + ppi_c <-> h_c + 2.0 pi_c + na1_e
RMNabc	L-rhamnose transport (ATP-dependent)	atp_c + h2o_c + rmn_e <-> adp_c + h_c + pi_c + rmn_c
SPTc	Serine-pyruvate aminotransferase	pyr_c + ser__L_c <-> ala__L_c + hpyr_c
SUCRabc	Sucrose transport in via ABC transport	atp_c + h2o_c + sucr_e <-> adp_c + h_c + pi_c + sucr_c
SULFDH	Sulfide dehydrogenase	h_c + nadph_c + s_c <-> h2s_c + nadp_c
THPAT	L-2,3,4,5-tetrahydrodipicolinate N2-acetyltransferase	accoa_c + h2o_c + thdp_c <-> coa_c + nal2a6o_c
TMDS3	Thymidylate synthase (FAD dependent)	dump_c + h_c + mlthf_c + nadph_c <-> dtmp_c + nadp_c + thf_c
XYL2e	Xylanase (endo-acting) (extracellular)	h2o_e + xylan12_e <-> xylan4_e + xylan8_e
XYL3abc	Xylotriose ABC transport	atp_c + h2o_c + xyl3_e <-> adp_c + h_c + pi_c + xyl3_c
XYLANabc	Oligo-xylan ABC transport	atp_c + h2o_c + xylan4_e <-> adp_c + h_c + pi_c + xylan4_c
XYLOS2	Exo-xylosidase	2.0 h2o_c + xyl3_c <-> 3.0 xyl__D_c
XYLOS3	Exo-xylosidase	h2o_c + xylb_c <-> 2.0 xyl__D_c
XYLe	Xylanase (endo-acting) (extracellular)	h2o_e + xylan8_e <-> 2.0 xylan4_e
EX_citr__L_e	L-Citrulline exchange	citr__L_e <-> 
EX_murein4p3p_e	Two linked disacharide tetrapeptide and tripeptide murein units (uncrosslinked, middle of chain) exchange	murein4p3p_e <-> 
EX_murein4px4p_e	Two disacharide linked murein units, tetrapeptide corsslinked tetrapeptide (A2pm->D-ala) (middle of chain) exchange	murein4px4p_e <-> 
EX_murein5p4p_e	Two linked disacharide pentapeptide and tetrapeptide murein units (uncrosslinked, middle of chain) exchange	murein5p4p_e <-> 
EX_murein5p5p_e	Two linked disacharide pentapeptide murein units (uncrosslinked, middle of chain) exchange	murein5p5p_e <-> 
EX_murein5p5p5p_e	Three linked disacharide pentapeptide murein units (uncrosslinked, middle of chain) exchange	murein5p5p5p_e <-> 
EX_murein5px3p_e	Two disacharide linked murein units, pentapeptide corsslinked tripeptide (A2pm->A2pm) (middle of chain) exchange	murein5px3p_e <-> 
EX_uaagmda_e	Undecaprenyl-diphospho-N-acetylmuramoyl-(N-acetylglucosamine)-L-ala-D-glu-meso-2,6-diaminopimeloyl-D-ala-D-ala exchange	uaagmda_e <-> 
EX_udcpdp_e	Undecaprenyl diphosphate exchange	udcpdp_e <-> 
ACOAD1z	Acyl-CoA dehydrogenase (butanoyl-CoA), ferredoxin coupled	b2coa_c + fdxo_42_c + 2.0 nadh_c <-> btcoa_c + fdxr_42_c + 2.0 nad_c
ASP4DC	Aspartate 4-decarboxylase	asp__L_c + h_c <-> ala__L_c + co2_c
ASPR	Aspartate racemase	asp__D_c <-> asp__L_c
BTOHt	Butanol transport by diffusion	btoh_e <-> btoh_c
BUTt	Butyrate transport (diffusion)	but_e <-> but_c
CLPNS120	Cardiolipin synthase (n-C12:0)	2.0 pg120_c <-> clpn120_c + glyc_c
CLPNS140	Cardiolipin synthase (n-C14:0)	2.0 pg140_c <-> clpn140_c + glyc_c
CLPNS161	Cardiolipin synthase (n-C16:1)	2.0 pg161_c <-> clpn161_c + glyc_c
CLPNS180	Cardiolipin synthase (n-C18:0)	2.0 pg180_c <-> clpn180_c + glyc_c
CLt3r_2	Chloride transport via proton antiport (2:1) (periplasm)	h_c + 2.0 cl_e <-> 2.0 cl_c + h_e
CODH_ACS	CODH/Acetyl-CoA synthase (Wood-Ljundahl)	co2_c + coa_c + fdxr_42_c + h_c + mecfsp_c <-> accoa_c + cfesp_c + fdxo_42_c + h2o_c
FDH7	Formate Dehydrogenase(Ferredoxin dependent)	co2_c + fdxr_42_c + h_c <-> fdxo_42_c + for_c
HYDFDi	Official Name Ferredoxin hydrogenase	fdxr_42_c + 2.0 h_c <-> fdxo_42_c + h2_c
ICDHx	Isocitrate dehydrogenase (NAD)	icit_c + nad_c <-> akg_c + co2_c + nadh_c
MCTP2Aex	Murein crosslinking transpeptidase 1A:(A2pm->D-ala) (periplasm)	murein5p5p5p_e <-> 2.0 ala__D_e + murein5px4px4p_e
MDDCP2ex	Murein D,D-carboxypeptidase (murein5px4px4p) (periplasm)	h2o_e + murein5px4px4p_e <-> ala__D_e + murein4px4px4p_e
MDDCP3ex	Murein D,D-carboxypeptidase (murein5p5p) (periplasm)	h2o_e + murein5p5p_e <-> ala__D_e + murein5p4p_e
MTHFR5	5,10-methylenetetrahydrofolate reductase (Ferredoxin) Electron bifurcating	fdxo_42_c + h_c + mlthf_c + 2.0 nadh_c <-> 5mthf_c + fdxr_42_c + 2.0 nad_c
TECAS_CL	Glycerol techoic acid synthesis (D-ala, n=25)	25.0 ala__D_c + 25.0 atp_c + 25.0 cdpglyc_c + uacmam_c <-> 25.0 amp_c + 25.0 cmp_c + 26.0 h_c + 25.0 ppi_c + teca_CL_c + udp_c
UAAGMDt	PBP substrate translocator	uaagmda_c <-> uaagmda_e
PRISM_solar_litho	Spectral decomposition of solar light measured from Earth's surface	photonVis_e <-> 4.26984325300204e-05 photon298_c + 0.088253056987783 photon437_u + 0.187390761056649 photon438_u + 0.114958292879089 photon450_h + 0.195814806722332 photon490_s + 0.18566429641716 photon646_h + 0.08361649412414 photon673_u + 0.094404940130699 photon680_u
PRISM_fluorescent_cool_215W	Spectral decomposition of 215W cool white fluorescent light bulb	photonVis_e <-> 9.86915907870449e-05 photon298_c + 0.097915549659156 photon437_u + 0.150739641718055 photon438_u + 0.107796806656087 photon450_h + 0.111376983923496 photon490_s + 0.1946593756116 photon646_h + 0.030722582685521 photon673_u + 0.031357804045244 photon680_u
PRISM_metal_halide	Spectral decomposition of metal halide lamp	photonVis_e <-> 0.12093046741464 photon437_u + 0.191654658116142 photon438_u + 0.134003914972887 photon450_h + 0.190838447783888 photon490_s + 0.119049343117245 photon646_h + 0.040192911402728 photon673_u + 0.045211338768487 photon680_u
